business_name,immediate_categories,parent_categories,price
Il Sogno Ristorante,Italian,Restaurants,$$
Perkins Restaurant & Bakery,"American (Traditional), Breakfast & Brunch, Cafes",Restaurants,$$
Piazzetta Trattoria,"Gluten-Free, Pizza, Italian",Restaurants,$$
Cuppa Tea,Tea Rooms,Food,
The Westin Toronto Airport,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$$
Lola's Gelato,"Ice Cream & Frozen Yogurt, Patisserie/Cake Shop, Coffee & Tea",Food,$$
Cloak & Dagger Irish Pub,Pubs,Bars,$$
Mcdonalds,"Burgers, Fast Food",Restaurants,
Mana'ish Global Flatbread Cafe,"Mediterranean, Cafes, Lebanese","Restaurants,Middle Eastern",$$
Delhi Bistro,Indian,Restaurants,$$
Lower Ossington Theatre,Performing Arts,Arts & Entertainment,
Barton Snacks,"Ice Cream & Frozen Yogurt, Mexican, Hot Dogs","Restaurants,Food",$$
Black Bear Espresso,Coffee & Tea,Food,$$
Maurya East Indian Roti,Indian,Restaurants,$$
Pine House Cafe,"Breakfast & Brunch, Chinese, Cafes",Restaurants,$
Cider House,Cideries,Food,$$
Toronto Western Hospital,Hospitals,Health & Medical,
Hastings Barber Shop,Barbers,Beauty & Spas,$$
No More Chores of Toronto Cleaners,"Home Cleaning, Office Cleaning, Carpet Cleaning","Home Services,Professional Services,Local Services",
Rebozos,Mexican,Restaurants,$$
Hana Korea Restaurant,Korean,Restaurants,$
Gino's Pizza,"Pizza, Chicken Wings, Salad",Restaurants,
Peter's No Frills,"Seafood Markets, Bakeries, Grocery","Food,Specialty Food",$
Shawarma 360,Middle Eastern,Restaurants,$$
Giulietta,Italian,Restaurants,$$$
Caldense & Bakery,Bakeries,Food,$
Holiday Inn Toronto International Airport,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$
Black Briik Restobar,"Canadian (New), Bars","Restaurants,Nightlife",$$
V's Caribbean Restaurant,"Caribbean, Vegan",Restaurants,$$
Thai House Cuisine,Thai,Restaurants,$$
Mi Tierra Restaurant,Latin American,Restaurants,$$
iRepair Danforth,"Mobile Phone Repair, Electronics Repair","IT Services & Computer Repair,Local Services",
Craig's Cookies,Desserts,Food,$
Daily Press Juicery,Juice Bars & Smoothies,Food,$$
Fat Bastard Burrito Co,Mexican,Restaurants,$
Sunshine Spa & Nails,"Eyelash Service, Nail Salons, Piercing",Beauty & Spas,$$
Ho Jan Chinese Restaurant,Chinese,Restaurants,$$
Proof The Vodka Bar,"Lounges, Pubs",Bars,$$
Brett's Ice Cream,"Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea",Food,$$
Queen Video,"Videos & Video Game Rental, Music & DVDs","Books, Mags, Music & Video",$
New York Fries,Fast Food,Restaurants,$
Whale Juice & Blends,Juice Bars & Smoothies,Food,$$
Future Gadgets,Mobile Phones,Shopping,$$$
Chopstick House,Chinese,Restaurants,$$
McVeigh's New Windsor Tavern,Irish Pub,Bars,$$
Sobey's,Grocery,Food,$$
Thai Chef Cuisine,Thai,Restaurants,$$
Blooming Orchid,"Asian Fusion, Chinese, Sushi Bars",Restaurants,
Tokyo Bakery,"Desserts, Bakeries",Food,$
Quince Flowers,Florists,Flowers & Gifts,$$$
Alexandria Printing Services,Printing Services,Local Services,
Body of Art Tattoo,Tattoo,Beauty & Spas,$
New Image Nail & Spa,Nail Salons,Beauty & Spas,$$
EDO-Ko,"Sushi Bars, Japanese",Restaurants,$$
Stratus,Canadian (New),Restaurants,$$$
Pita Pit,Sandwiches,Restaurants,$
Grossman's Tavern,Dive Bars,Bars,$
Shoxs Billiard Lounge,"Pool Halls, Sports Bars","Bars,Nightlife",$$
Taste of Danforth,Festivals,Arts & Entertainment,
Queen's Head,"Canadian (New), Sports Bars, Pubs","Restaurants,Bars",$$
Gourmet Burger,Burgers,Restaurants,
The Planet Traveler,Hostels,Hotels & Travel,
Broadview Nails and Spa,"Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Mr Flamingo,"Canadian (New), Cocktail Bars","Restaurants,Bars",$$
Lust For Lashes,Eyelash Service,Beauty & Spas,$$$
Los Guaca-Moles,Mexican,Restaurants,$$
Planet Fitness,"Trainers, Gyms",Fitness & Instruction,
Joe's No Frills,Grocery,Food,$
Axis Gallery & Grill,"Pubs, Gastropubs","Restaurants,Bars",$$
Olly Fresco's,"Buffets, Salad, Delis",Restaurants,$
Rapid Photo,"Event Photography, Passport & Visa Services, Photography Stores & Services","Photographers,Travel Services,Shopping",$
Entice Restaurant & Lounge,Lounges,Bars,$$$
The Buddhist Vegetarian Kitchen,Vegetarian,Restaurants,$$
Harbin Bbq,"Barbeque, Chinese",Restaurants,$$
Gdous Juicy Chicken House,"Chicken Wings, Chicken Shop",Restaurants,$
Xe Lua Vietnamese Restaurant,Vietnamese,Restaurants,$
Music Garden Cafe,"Desserts, Coffee & Tea, Cafes","Restaurants,Food",$$
Surmesur,"Accessories, Bespoke Clothing, Men's Clothing","Fashion,Shopping",$$
Oxtail Pho & Banh Mi,"Soup, Vietnamese",Restaurants,$$
House of Tea,Coffee & Tea,Food,$$$
Canadian Appliance Source Toronto,Appliances,Home & Garden,
Crown Crest Capital,Business Financing,Financial Services,
Krispy Kreme,Donuts,Food,
OMG Baked Goodness Ltd,"Chocolatiers & Shops, Desserts, Bakeries","Food,Specialty Food",$$
Scruffy Murphy's Irish Pub,Irish Pub,Bars,$$
Jester's Court Pub & Eatery,Pubs,Bars,$$
Cafe Vite,"Ice Cream & Frozen Yogurt, Vietnamese, Cafes","Restaurants,Food",$
HealthSource Medical,"Family Practice, Chiropractors, Acupuncture","Doctors,Health & Medical",
Pizza Land,"Pizza, Fast Food",Restaurants,$$
Oliva,"Breakfast & Brunch, Sandwiches, Salad",Restaurants,$
Cosmetic World,"Wigs, Cosmetics & Beauty Supply","Beauty & Spas,Shopping",$$
Neil Ta Photography,"Event Photography, Session Photography",Photographers,
Roses New York,"Persian/Iranian, Sandwiches, Middle Eastern",Restaurants,$$
June Croken hairdresser on fire,Hair Salons,Beauty & Spas,$$
Flor de Sal,"Mediterranean, Modern European",Restaurants,$$$
Baguette & Co,"Vietnamese, Sandwiches",Restaurants,$
Baskin Robbins,"Ice Cream & Frozen Yogurt, Custom Cakes",Food,$$
The Draft House,"Diners, Sports Bars, Breakfast & Brunch","Restaurants,Bars",$$
Reliable Carpet & Upholstery Care,"Carpet Cleaning, Damage Restoration","Home Services,Local Services",
Le Germain Hotel Toronto Maple Leaf Square,Hotels,"Event Planning & Services,Hotels & Travel",$$$
Spring China House,Chinese,Restaurants,$$
EscapeZone,Escape Games,Active Life,
M Wing Cafeteria at Sunnybrook,Cafes,Restaurants,$$
Ontario Restaurant,"Canadian (New), Breakfast & Brunch, Greek",Restaurants,$
GH Johnson's Trading Company,Furniture Stores,Home & Garden,$$
D Square Salon,Hair Salons,Beauty & Spas,$$
Fernando's Hideaway,"Tex-Mex, Mexican",Restaurants,$$
Urban House,"Canadian (New), Pubs","Restaurants,Bars",$
HI Toronto Hostel,Hostels,Hotels & Travel,
Feel Good Guru,"Caterers, Food Delivery Services","Food,Event Planning & Services",
Smoke's Burritorie,"Tex-Mex, Fast Food",Restaurants,
Piri-Piri,"Mediterranean, Portuguese",Restaurants,$$
Barreworks,"Yoga, Barre Classes",Fitness & Instruction,
Sakura Ichiban Sushi Express,Japanese,Restaurants,$$
Quanto Basta,Italian,Restaurants,$$
Roll,Korean,Restaurants,$
The Poet Cafe,"Tapas/Small Plates, Cafes",Restaurants,$
Kotta,"Sushi Bars, Japanese",Restaurants,$$
Umji Restaurant,Korean,Restaurants,$
European Jewellery,"Jewelry, Watches",Shopping,$$$$
Mambo Lounge,"Tapas Bars, Cuban",Restaurants,$$
Top Gun Steak & Burgers,"Burgers, Steakhouses",Restaurants,$$
Suki Japanese Restaurant,Japanese,Restaurants,$$
Gordo EX Cafe,Venezuelan,Latin American,$$
Caffeine,"Coffee & Tea, Breakfast & Brunch, Sandwiches","Restaurants,Food",$
Trattoria Giancarlo,"Caterers, Italian","Restaurants,Event Planning & Services",$$$
Zee Grill Seafood Restaurant & Oyster Bar,"Canadian (New), Seafood",Restaurants,$$$
Ela & Co. Hair Studio,"Makeup Artists, Hair Salons",Beauty & Spas,$$
Noorden Food Bar,"Wine Bars, Tapas Bars","Restaurants,Bars",$$
Bloorcourt Stationery & Post,"Photography Stores & Services, Post Offices","Shopping,Public Services & Government",$
Kanda Izakaya,"Ramen, Sushi Bars","Restaurants,Japanese",$$
Martino's Pizza & Asian Fusion Kitchen,"Asian Fusion, Pizza",Restaurants,$$
The Sprout,Vietnamese,Restaurants,$
Shater Abbas Express,Persian/Iranian,Restaurants,$$
Capitol Trattoria Pizzeria,"Pizza, Italian",Restaurants,$$
Bake Shoppe,Bakeries,Food,$$
The Tiffin Box,Indian,Restaurants,$
MeepleMart,"Hobby Shops, Toy Stores",Shopping,$$
Dunn’s Famous Deli Express,"Sandwiches, Poutineries, Delis",Restaurants,
Salty Dog Bar & Grill,"Canadian (New), Pubs","Restaurants,Bars",$$
Roma1090,Italian,Restaurants,$$
Tibet Cafe,"Himalayan/Nepalese, Juice Bars & Smoothies","Restaurants,Food",$
9 Bars,"Desserts, Sandwiches, Cafes","Restaurants,Food",$
U-Know Sushi,Sushi Bars,Restaurants,$$
Moneysworth & Best Quality Shoe Repair,Shoe Repair,Local Services,
Lipstick & Dynamite,"Dive Bars, Vegetarian","Restaurants,Bars",$
Focaccia Restaurant,Italian,Restaurants,$$
Birreria Volo,"Beer Bar, Italian","Restaurants,Bars",$$
Thai Shan Inn,Thai,Restaurants,$$
The Great Hall,Venues & Event Spaces,Event Planning & Services,
King's Diner,Diners,Restaurants,$
Yogaspace,Yoga,Fitness & Instruction,
Apt. 200,"Lounges, Dance Clubs","Bars,Nightlife",$$
Piper's Pub And Grill,Pubs,Bars,$$
Aberdeen Delicatessen,"Desserts, Chinese","Restaurants,Food",$$
Guan's Auto Service,Auto Repair,Automotive,
Fortune House Restaurant,Chinese,Restaurants,$$
Big Ragu,Italian,Restaurants,$$
U Pretty Nails,"Eyelash Service, Nail Salons",Beauty & Spas,$
Bang-On,Accessories,Fashion,$$
Dough Bakeshop,Bakeries,Food,$$
Nightowl,"Canadian (New), Music Venues, Bars","Restaurants,Arts & Entertainment,Nightlife",$$
Nandos Danforth,"South African, Portuguese","Restaurants,African",$$
Thai Home,Thai,Restaurants,$$
Full of Beans Coffee House & Roastery,Coffee Roasteries,Food,$
Town Barber,Barbers,Beauty & Spas,$$
Snakes & Lattes Midtown,Cafes,Restaurants,
Gelato Gelato,"Ice Cream & Frozen Yogurt, Pizza","Restaurants,Food",$$
Infinity Health Centre,"Chiropractors, Osteopathic Physicians, Physical Therapy","Doctors,Health & Medical",
The Monarch Tavern,"Music Venues, Pubs, Sandwiches","Restaurants,Bars,Arts & Entertainment,Nightlife",$$
Laylow Brewery x YA,"Brewpubs, Gastropubs","Restaurants,Breweries",$$
Kiehl's Since 1851,Cosmetics & Beauty Supply,"Beauty & Spas,Shopping",$$$
Annapurna Vegetarian Restaurant,"Indian, Vegetarian",Restaurants,$
Bagel World,Bagels,Food,$$
Cures Studio,"Skin Care, Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Aches Away Toronto,"Acupuncture, Osteopathic Physicians, Massage","Beauty & Spas,Health & Medical,Doctors",$$
P & M Restaurant,Greek,Restaurants,$$
Curl Bar Beauty Salon,Hair Salons,Beauty & Spas,$$$
Tokyo Smoke Found,Coffee & Tea,Food,$
Emkiro Health Services,"Massage Therapy, Chiropractors, Medical Centers",Health & Medical,
Cozy Nails,Nail Salons,Beauty & Spas,$$
Shoeless Joe's Sports Grill - Stockyards,"Burgers, Sports Bars, Beer Bar","Restaurants,Bars",$$
Bistro 422 Bar & Grill,Dive Bars,Bars,$
Golden Mint Coffee & Tea Company,Coffee & Tea,Food,$$
Gerrard Square Shopping Centre,Shopping Centers,Shopping,$$
Concepts Salon & Spa-Toronto,"Skin Care, Hair Salons",Beauty & Spas,$$$
Taco Bell,"Mexican, Fast Food",Restaurants,
The One in the Only,Coffee & Tea,Food,$
Cure,Bars,Nightlife,
Lickadee Split,Ice Cream & Frozen Yogurt,Food,$
The Dizzy,"Pubs, Chicken Wings","Restaurants,Bars",$$
Pho Nhi,Vietnamese,Restaurants,$$
Kaner's Handbags & Shoe Repair,Shoe Repair,Local Services,
Charmaine Sweets,Bakeries,Food,$$
Grano Restaurant,Italian,Restaurants,$$
Donato Salon + Spa,"Hair Salons, Day Spas",Beauty & Spas,$$
Nutella Café,Desserts,Food,$
Pita Way,Middle Eastern,Restaurants,$
New Haandi 2000,Indian,Restaurants,$$
ecostems,"Gift Shops, Florists",Flowers & Gifts,$$$
Moksha Yoga Danforth,"Yoga, Day Spas, Massage","Beauty & Spas,Fitness & Instruction",$$
AvantDerm,Dermatologists,Doctors,
Alex Farm Products,Cheese Shops,Specialty Food,$$$
Cafe de Melbourne,Coffee & Tea,Food,$$
Ergys Studio,"Makeup Artists, Hair Salons",Beauty & Spas,$$
Williams Fresh Cafe,"Breakfast & Brunch, Cafes",Restaurants,$$
2 Cats,"Lounges, Venues & Event Spaces, Dance Clubs","Event Planning & Services,Bars,Nightlife",$
Canton Kitchen,Chinese,Restaurants,$
W Lifestyle Hair Salon,Hair Salons,Beauty & Spas,$$$
ORYA Beauty Boutique,"Laser Hair Removal, Hair Salons, Day Spas","Beauty & Spas,Hair Removal",$$$
Perfect Nail Spa,Nail Salons,Beauty & Spas,$$
Miss Durian,Desserts,Food,$$
Mong-Kut Thai,"Thai, Noodles",Restaurants,$$
Golden Wheat Bakery & Pastry,"Desserts, Bakeries, Patisserie/Cake Shop",Food,$
Korean Restaurant OUR,Korean,Restaurants,$$
Mayrik,"Mediterranean, Middle Eastern",Restaurants,$$$
Cantanhede O Bairradino,Portuguese,Restaurants,$$
Los Arrieros,Colombian,Latin American,$$
Church's Chicken,"Fast Food, Chicken Wings",Restaurants,
Barberella,Hair Salons,Beauty & Spas,$$
DIPPED,Donuts,Food,$
Avenue Café + Bistro,Cafes,Restaurants,$$
Touti Gelati and Cafe,"Desserts, Coffee & Tea, Juice Bars & Smoothies",Food,$$
Falafel House,Falafel,Mediterranean,$
Hero Certified Burgers - King & Yonge,Burgers,Restaurants,$$
Centre Island,"Amusement Parks, Boating, Parks",Active Life,
Full House Desserts,"Desserts, Hong Kong Style Cafe","Restaurants,Food",
Rol Jui Seafood Restaurant,Seafood,Restaurants,$$
Spadina Animal Hospital,Veterinarians,Pets,
Bread & Bowl,"Pizza, Sandwiches, Salad",Restaurants,$$
Kearns & Co Hair,Hair Salons,Beauty & Spas,$$$
Amausaan Uji Matcha,"Ice Cream & Frozen Yogurt, Tea Rooms, Coffee & Tea",Food,$$
BnB,"Burgers, American (Traditional), Pubs","Restaurants,Bars",$$
Churrasco of St Lawrence,"Barbeque, Sandwiches",Restaurants,$
Pearl Harbor Gift Shop,Tattoo,Beauty & Spas,$$$
Toronto Central Grosvenor St. YMCA Centre,"Community Centers, Child Care & Day Care, Gyms","Local Services,Fitness & Instruction,Public Services & Government",
Bardi's Steak House,Steakhouses,Restaurants,$$$
Holiday Inn Toronto-Yorkdale,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$
Tour Guys Toronto,Tours,Hotels & Travel,
I Barbieri,Barbers,Beauty & Spas,$$
Sofra Istanbul,"Turkish, Mediterranean",Restaurants,$$
Coffee Public,Coffee & Tea,Food,$
Villa Madina - Eaton Centre,"Fast Food, Mediterranean",Restaurants,$$
Cafe Con Leche Espresso Bar,Coffee & Tea,Food,$
Lion & Unicorn Bar & Grill,"American (Traditional), Steakhouses, Pubs","Restaurants,Bars",
Jugo Juice,Juice Bars & Smoothies,Food,$$$
The Grow Op,"Juice Bars & Smoothies, Salad, Vegetarian","Restaurants,Food",$$
Mallo,"Coffee & Tea, Sandwiches","Restaurants,Food",$
St Michael's Hospital,Hospitals,Health & Medical,
Sido Shawarma,Middle Eastern,Restaurants,$$
Estia,"Seafood, Mediterranean",Restaurants,$$$
Artemano,"Furniture Stores, Outdoor Furniture Stores",Home & Garden,$$$
Naan and Kabob,Afghan,Restaurants,$$
Sukoi Desserts,"Ice Cream & Frozen Yogurt, Bubble Tea, Desserts",Food,
Toronto Honda,Car Dealers,Automotive,
Cabin Fever,"Bars, Arcades","Arts & Entertainment,Nightlife",$
Ninja Sushi,Japanese,Restaurants,$$
Safeway Tours,Tours,Hotels & Travel,
Sweet Trolley Bakery,Bakeries,Food,$
Koji Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,$$
Toronto Underground Market,Street Vendors,Food,$$
Tealish,Coffee & Tea,Food,$$
Maison Close 1888,"Canadian (New), Cocktail Bars","Restaurants,Bars",$
Unlovable,Bars,Nightlife,$
Hot Yoga Wellness Kennedy,"Yoga, Traditional Chinese Medicine, Acupuncture","Health & Medical,Fitness & Instruction",
Above All Electronic Surplus,"Computers, Electronics",Shopping,$$
The Corner Bank,"Canadian (New), Pool Halls, Sports Bars","Restaurants,Bars,Nightlife",$$
RBC Royal Bank,Banks & Credit Unions,Financial Services,
Brass Vixens,Dance Studios,Fitness & Instruction,
OK Oriental Health and Beauty Centre,"Acupuncture, Medical Spas, Massage","Beauty & Spas,Health & Medical",$
The Monks Kettle,"Bars, Gastropubs","Restaurants,Nightlife",$$
Black Rock Coffee,Coffee & Tea,Food,$
Dine on 3,Food Court,Restaurants,$$
Toshi Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,$$
KoSam,Korean,Restaurants,$$
American Airlines Admirals Club,Airport Lounges,Bars,$$
Kensington Brewing Company,Breweries,Food,$
The Sovereign,Cafes,Restaurants,$$
Amsterdam Barrel House,"American (Traditional), Breweries","Restaurants,Food",
Sauvignon Bistro,"Canadian (New), Venues & Event Spaces","Restaurants,Event Planning & Services",$$$
White Smile Med Spa,Teeth Whitening,Beauty & Spas,$$$
Biagio Ristorante,Italian,Restaurants,$$$
Firkin On Danforth,"Canadian (New), Pubs","Restaurants,Bars",$$
Hopscotch,"Juice Bars & Smoothies, Salad","Restaurants,Food",$$
Dave and Charlotte's No Frills,Grocery,Food,$$
Imm Thai Kitchen,"Thai, Noodles",Restaurants,$$
Conspiracy Pizza,Pizza,Restaurants,$$
The Salvation Army Thrift Store,"Thrift Stores, Community Service/Non-Profit","Shopping,Local Services",$
Amber European Restaurant,"Ukrainian, Modern European, Polish",Restaurants,$$
VIP Billiard Club,"Pool Halls, Bars",Nightlife,$$
Oakwood Hardware Food & Drink,"Soup, Salad, Gastropubs",Restaurants,$$
Livelihood Cafe,Coffee & Tea,Food,$
Eastern-Leslie Car Wash & Express Detail Centre,"Car Wash, Auto Detailing",Automotive,
Rambo Car Cleaning,"Car Wash, Auto Detailing",Automotive,
Lost And Found,Venues & Event Spaces,Event Planning & Services,
Jimmy The Greek,Greek,Restaurants,$$
Ashbridges Bay Park,"Beaches, Parks",Active Life,
El Rancho,"Spanish, Bars, Latin American","Restaurants,Nightlife",$$
N9 Cafe,"Desserts, Cafes","Restaurants,Food",$$
Lemongrass Restaurant,"Thai, Vietnamese",Restaurants,$$
Dynacare,Medical Centers,Health & Medical,
Golden Asian Cuisine,"Asian Fusion, Hakka","Restaurants,Chinese",$$
Fiesta Burrito,"Mexican, Korean, Salad",Restaurants,$$
The Guy Who Fixes Computers,IT Services & Computer Repair,Local Services,
Bellevue Square Park,Parks,Active Life,
Roundabout Canada,Escape Games,Active Life,
El Gordo Fine Foods,"Mexican, Latin American",Restaurants,$
Factory Direct,Electronics,Shopping,$
Spa My Blends by Clarins,"Massage, Skin Care, Day Spas",Beauty & Spas,$$$
ChiChop,"Asian Fusion, Taiwanese",Restaurants,$$
Cherry Beach Clarke Beach Park,"Beaches, Dog Parks","Parks,Active Life",
Nails Republic,Nail Salons,Beauty & Spas,$$
Veloute Bistro & Catering,"Wine Bars, Bistros, Italian","Restaurants,Bars",$$$
The Underground Dance Centre,Dance Studios,Fitness & Instruction,
Copetin,"Canadian (New), Bars","Restaurants,Nightlife",$$
Joy Nails & Spa,"Nail Salons, Day Spas",Beauty & Spas,$$
The Steady Cafe & Bar,"Bars, Breakfast & Brunch, Vegan","Restaurants,Nightlife",$$
Urban Hakka,Hakka,Chinese,$$
Sushi Cafe,Sushi Bars,Restaurants,$
ChocoSol Traders,"Chocolatiers & Shops, Wholesale Stores","Specialty Food,Shopping",$$
Fashionably Yours Designer Consignment,"Used, Vintage & Consignment, Thrift Stores","Fashion,Shopping",$$$
The Four Seven,"Bars, Tapas/Small Plates","Restaurants,Nightlife",$$
Bergo Designs,"Home Decor, Jewelry, Watches","Home & Garden,Shopping",$$$
Iqbal Halal Foods,Grocery,Food,$$
Wilbe Bloomin,Florists,Flowers & Gifts,$$
Stones Place,Bars,Nightlife,$$
Royal Alexandra Theatre,Performing Arts,Arts & Entertainment,
Taste of Yunnan,Chinese,Restaurants,$
Bangkok Paradise Restaurant,Thai,Restaurants,$$
Jetsun's Juicyburger,"Burgers, Breakfast & Brunch",Restaurants,$
The Alley - North York,Bubble Tea,Food,$$
Joy Thai Restaurant,"Thai, Seafood, Noodles",Restaurants,$$
CiCi's Pizza,Pizza,Restaurants,$
Dollar Car Rental,Car Rental,Hotels & Travel,
Hot Box Cafe,"Coffee & Tea, Sandwiches, Cannabis Clinics","Restaurants,Food,Health & Medical",$
Laywine's,"Cards & Stationery, Office Equipment","Event Planning & Services,Arts & Crafts,Shopping,Flowers & Gifts",$$$
The Belsize Public House,"American (Traditional), Gastropubs",Restaurants,$$
Extra Burger,"Burgers, Fast Food",Restaurants,
WAYLA Lounge,"Lounges, Venues & Event Spaces","Bars,Event Planning & Services",$$
